storeName,description,wholesalers,distributors,name,position,phoneNumber,email,linkedinPage,city,facebookpage,website,phones
HLC Wholesale Inc.,"HLC Wholesale Inc. is a professional phone accessories wholesale supplier located in Manhattan, New York City. Based on our over ten years of  experience, we insist on the principle of providing high quality products at low costs to our customers.",no,yes,N/A,N/A,1 212-889-2899,info@hlcwholesale.com,N/A,"25 W 26th Street New York 10010, USA",https://www.facebook.com/hlcwholesale,https://hlcwholesale.com/,yes
Invention cell Wholesale Inc,"Wholesale Business which sells Smartphones & Accessories including Bluetooth Devices, Smart Watches, Tablets/ Notebooks.",yes,no,Ammar Masood,CEO,718.684.4848,info@inventioncell.com,https://www.linkedin.com/in/ammar-masood-73725986/,"1304 Beach Ave, The Bronx, NY 10472, USA",https://www.facebook.com/InventionCellWholesale/,https://www.inventioncell.com/,yes
Just Mobile Direct,"Just Mobile Direct is a rapidly growing distributor whose focus is on high-quality, high-end mobile devices and accessories.",no,yes,Abie Setton,VP Sales,(212) 333-4700,sales@justmobiledirect.com,https://www.linkedin.com/in/abie-setton-006128224/,"47 Walker St, New York City, New York, 10013, United States",N/A,http://www.justmobiledirect.com/,yes
KIKO Wireless Inc.,"KIKO Wireless Inc. is a professional cell phone accessories wholesale supplier located in New York City. We offer fashionable, innovative, and quality wholesale cellphone accessories.",yes,no,Andrew L.,Account Executive,212-686-2198,sales@kikowireless.com,https://www.linkedin.com/in/andrew-l-49296b57,"1345 Flushing Ave, Brooklyn, NY 11237, USA",https://www.facebook.com/kikowireless,https://www.kikowireless.com/,yes
Mobile Fix NYC,Mobile Fix NYC is a New York based business that aims to be the best wholesale cell phone spare parts supplier in the mobile phone repair industry.,yes,no,Mitan Chandihok,Operations Manager,1 516-513-1865,sales@mobilefixnyc.com,https://www.linkedin.com/in/mitanchandihok/,"740 Old Country Road, Westbury, New York 11590, USA",N/A,https://mobilefixnyc.com/,yes
Mobile City Online,"Throughout our ten years of service, Mobile City Online has been one of the fastest growing GSM cellular phone and accessories retailers on the web.",no,yes,N/A,N/A,1 212-964-4444,customerservice@mobilecityonline.com,N/A,"248 Lafayette St (Grd Floor), New York, NY, United States",https://www.facebook.com/mobilecityonline,http://www.mobilecityonline.com/,yes
Ice Mobility,A distributor and manufacturer of mobile device accessories.,no,yes,John Colaiuti,President,833.902.0994,info@icemobility.com,https://www.linkedin.com/in/john-colaiuti/,"610 Schelter Rd., Lincolnshire, IL 60069, USA",https://www.facebook.com/icemobility/,https://www.icemobility.com/,yes
Modes Wireless,"We’re the largest wholesaler and manufacturer of cell phone accessories for over 10 years based in New York, NY.",yes,no,N/A,N/A,917-488-2992 ,modeswirelesswal@yahoo.com,N/A,"PO BOX 268, West Babylon, NY, United States",https://fy-nl.facebook.com/modeswireless/,https://modeswireless.com/,yes
NCT USA,"Established in 2012, NCT is a Cellular Accessory and Electronics Distribution Company headquartered in Brooklyn, New York. We provide our clients and partners with access to a vast array of OEM/ Original Cellular accessories and parts, on a national and international scale.",no,yes,Brian Manyak,Sales Manager,(718) 576-6363,sales@nct-usa.net,https://www.linkedin.com/in/brian-manyak-31b438236/,"1768 East 49th Street, Brooklyn, NY 11234, USA",N/A,https://www.nct-usa.net/,yes
Oem Experts,Oem Experts is made up of  a team of professionals who have been in the wholesale wireless business for over 25 years. oem experts is a leader in selling brand name oem cellphone accessories.,yes,no,Bobby Hen,President & Chief Executive,718.859.2220,Bobby@oemexperts.com,N/A,"1020 East 48th Street, Brooklyn, NY 11203, USA",https://www.facebook.com/OEMexperts/,https://oemexperts.com/,yes
Phone Parts Distributors,"Phone Parts Distributors specializes in phone parts for all Apple, Samsung, and LG smartphones and Tablets.",no,yes,Avi Yosopov,CEO,1 888-224-9698,avi@phonepartsdistributors.com,https://www.linkedin.com/in/avi-yosopov-b246b6155,"10 Dubon Court, Suite 2, Farmingdale, NY, United States",https://www.facebook.com/phonepartsdistributors/,http://ww2.phonepartsdistributors.com/,yes
Phone Parts R Us,"Phone Parts R Us is a Leading Wholesale Supplier of Quality Cell Phone Parts for iPhone iPads iPods , Samsung Galaxy and LG Parts in the USA.",yes,no,John Yu,VP Sales,(718) 828-8878,sales@phonepartsrus.com,https://www.linkedin.com/in/john-yu-75453017a/,"967 Morris Park Ave, Bronx, NY 10462, USA",N/A,https://phonepartsrus.com/,yes
Reiko Wireless,"Since 2001, Reiko Wireless Inc. is a leading factory-direct seller to becoming one of the biggest wholesalers for cell phone accessory and gadget. We have been proudly offering thousands of accessories for all the top brands such as Apple, BlackBerry, HTC, LG, Motorola, Samsung, and many more. Our most popular accessories include cell phone pouches/covers/chargers, Apple certified accessories, and Bluetooth headsets.",yes,no,Zihao Liu,Head of Marketing and Sales,(631) 913-6700,sales@reikowireless.com,https://www.linkedin.com/in/zihao-liu-519b05125/,"55 Mall Dr., Suite C
Commack, NY 11725, USA",https://www.facebook.com/ReikoWirelessInc,https://www.reikowireless.com/,yes
Reliant Cellular,"Reliant Cellular, founded in April of 2015, is dedicated to providing high quality used and reconditioned wireless devices and accessories. Through a reliable network of suppliers and business partners, we are able to distribute a wide variety of Laptops, Notebooks, Mobile Devices, and Tablets.",no,yes,Jason Hamad,President/Owner,1 (800) 605-6335,sales@reliantcellular.com,https://www.linkedin.com/in/jasonhamad/,"7920 Belt Line Rd, Dallas, Texas, United States",https://www.facebook.com/reliantcell,https://www.reliantcellular.com/,yes
Sahara Wireless Inc.,"Started in 2012, we have a vision of providing a wide range of mobile phone accessories to North American region and Worldwide. ",no,yes,N/A,N/A,1-347-368-4371,info@nysahara.com,N/A,"182-20 Liberty Ave, Suite A2, Saint Albans, NY 11412, USA",https://www.facebook.com/saharawirelesssny,https://www.nysahara.com/,yes
Shun Li Mobile Accessories Inc,"The wholesaler of cell phone accessories based in New York, NY. Our products include cell phone cases, tablet cases, headphone, and the most popular accessories.",yes,no,N/A,N/A,1 347-854-8477,colin_gl89@hotmail.com,N/A,"5118 Grand Ave. STE 5, Maspeth NY 11378, USA",https://www.facebook.com/colinwireless/,https://www.colinwireless.com/,yes
Songs Wireless,Songs is a pioneer specialized in cell phone accessories wholesale for more than a decade. ,yes,no,Max Song,Internal Wholesaler,1 716-293-3171,sales@songsus.com,https://www.linkedin.com/in/max-song-5b5b47126/,"59-48 55th St, Maspeth, NY 11378, United States",https://www.facebook.com/people/United-Songs/100069287179973/,https://www.songsus.com/,yes
Spare Parts NYC,"Spare Parts is the online wholesale distributor for Apple, Samsung, HTC, LG, and Macbook repair parts, accessories, and tools. We deliver high-quality replacement parts for cell phone repair store owners as well as freelance mobile technicians and ""DIY""​ customers across the US",yes,no,Pearson Fields,Head Of Operations,1 646-580-4733,sparepartsnyc@gmail.com,https://www.linkedin.com/in/pearson-fields-66a019120/,"New York 10003, USA",https://www.facebook.com/sparepartsnyc,https://www.sparepartsnyc.com/,yes
Square Wireless inc,"Square Wireless is a professional smartphone accessories wholesale supplier located at 48-01 Metropolitan ave, NY.",yes,no,Jimmy D,Sales Contact,718-366-6336,Jimmy@sqwireless.com,https://www.linkedin.com/in/jimmy-d-12982976,"4801 Metropolitan Ave, Ridgewood, NY, 11385, U.S.A",https://www.facebook.com/people/Square-Wireless-Inc-Cellphone-Accessories-Wholesale-Store/100063366331247/,https://www.sqwireless.com/,yes
TG Wireless,TG Wireless is a leading global distributor of Wholesale Phones & Mobile Phone Accessories.,no,yes,Sam Hickson,CEO,1-847-613-4414,info@tgwirelessgroup.com,https://www.linkedin.com/in/samhickson/,"1642 Union St Ste 2B, Brooklyn, New York, 11213, United States",https://www.facebook.com/TGWirelessGroup,https://tgwireless.com/,yes
Universal Cellular Inc.,"At Universal Cellular Inc., we take pride in being one of New York city most reputable and reliable wholesale distributor for mobile devices.",yes,no,Joe J.,Business Development Executive,1 212-767-0055,Joe@UniversalcellularNYC.com,https://www.linkedin.com/in/joe-j-21614b9a/,"269 Avenue U, Brooklyn, NY 11223, United States",N/A,http://www.universalcellularnyc.com/,yes
Unlimited Cellular,Trusted Source of Mobile Accessories for over 15 Years!,no,yes,Mendel Mendelovits,CEO,845-625-2094,sales@unlimitedcellular.com,https://www.linkedin.com/in/mendel-mendelovits-6628643/,"PO Box 1071, Newburgh, NY USA",https://www.facebook.com/unlimitedcellularstore/,https://unlimitedcellular.com/,yes
WeSellCellular.com,"WeSellCellular.com is the premier global destination where wholesale cell phone distributors, retailers, repair shops, and smaller distributors can buy new and used cell phones wholesale.",yes,no,Scott Tepfer,President,1 (516) 334-6400,info@wesellcellular.com,https://www.linkedin.com/in/scotttepfer/,"150 Executive Drive, Suite Q, Edgewood, NY 11717, USA",https://www.facebook.com/wesellcellular,https://www.wesellcellular.com/,yes
WholesalePhoneAccessories.Com,WholesalePhoneAccessories.Com is largest Factory direct Wholesale supplier for Bulk Mobile Cellphone Accessories at cheap wholesale price.,yes,no,N/A,N/A,1 347-919-7977,support@wholesalephoneaccessories.com,N/A,"1 Radisson Plz New Rochelle, NY 10801, USA",https://www.facebook.com/WholesaleCellPhoneAccessories/,https://wholesalephoneaccessories.com/,yes
Zeetron,"Established in 2008, Zeetron quickly rose to the top as being the nation’s leading cell phone part manufacturer and wholesale distributor. We carry top quality parts for every Apple device, as well as parts for Samsung devices, at unbeatable prices.",yes,no,Yuriy Gutkin,Co-Founder,1 855-933-8766,N/A,N/A,"253 57th St, Brooklyn, NY 11220, United States",N/A,http://www.zeetron.com/,yes
ZAGG Staten Island,"Supplier of mobile device screen protectors, cases, keyboards, chargers & accessories.",no,yes,,,1 631-923-7159,victor@bandhcellular.com,N/A,"2655 Richmond Ave, Staten Island, NY 10314, United States",https://www.facebook.com/ZAGGStore/,https://www.zaggfranchise.com/staten-island-ny/,yes
Mobile Bling,"ShopMobileBling is the one stop shop for all of your smartphone, tablet, and cell phone accessory needs. Distributor of top brands like Otterbox, Samsung, etc.",no,yes,N/A,N/A,704-708-6712,shopmobilebling@gmail.com,N/A,"3022 Weddington Rd, Matthews, NC 28105, USA
",https://www.facebook.com/MobileBlingCLT/,https://www.shopmobilebling.com/,yes
The Cellular Resource,The Cellular Resource specializes in mobile device wholesale and ecommerce sales and refurbishment.,yes,no,N/A,N/A,N/A,support@thecellularresource.com,N/A,"Raleigh, NC, USA",N/A,https://www.thecellularresource.com/,yes
CellfxUSA,CellfxUSA is one of America’s largest wholesale wireless accessory distributors,yes,no,Arfa Chowdhury,Director Of Sales And Business Development,614-272-1600,N/A,https://www.linkedin.com/in/arfa-chowdhury-9357b719/,"1849 Westbelt Drive. Columbus, Ohio 43228, USA",https://www.facebook.com/cellfxusa/,https://www.cellfxusa.com/,yes
Cellpex,"Cellpex.com is the world’s largest business network for smartphones wholesale, tablets wholesale, accessories wholesale and other gadgets wholesale.",yes,no,Andras Majer,Account Manager,N/A,support@cellpex.com,https://www.linkedin.com/in/andrasm/,"Cincinnati, Ohio, United States",N/A,https://www.cellpex.com/,yes
Prepaid Ohio,At PrepaidOhio.Com we Buy/Sell all GSM (T-Mobile) and CDMA (Verizon) Phones. We also wholesale Mobile Accessories.,yes,no,Mike Barghouty,Manager,1 216-773-8000,prepaidohio@gmail.com,https://www.linkedin.com/in/mike-barghouty-b3552772/,"820 E 200th, St Cleveland, OH 44119, USA",https://www.facebook.com/people/Prepaid-Ohio/100070009486280/,http://www.prepaidohio.com/,yes
Provantage LLC.,Provantage.com is a leading independent dealer of information technology and personal computer products on the web. Provantage is an authorized Incipio dealer.,no,yes,N/A,N/A,800-336-1166,Sales@provantage.com,N/A,"7576 Freedom Ave NW, North Canton, Ohio 44720, USA",N/A,https://www.provantage.com/,yes
OnZ Wireless Inc.,Cell Phone Accessories Wholesale Distributor.,yes,no,Aaron Ong,President,(267) 388-5222,sales@onzwireless.com,https://www.linkedin.com/in/aaron-ong-487a1a56/,"315 W Olney Ave., Philadelphia, PA, 19120, USA",N/A,https://www.onzwireless.com/,yes
Polyconcept North America,"As a leading promotional products supplier, we provide everything from backpacks, water bottles and wireless power banks to stylish polos, jackets and hoodies – thousands of products in all, with the capability to imprint logos on each and every one of them.",no,yes,Walt McMann,EVP Operations,1 724-334-9000,customerservice@pcna.com,https://www.linkedin.com/in/walt-mcmann/,"400 Hunt Valley Road, New Kensington, PA 15068, USA",https://www.facebook.com/PolyconceptNorthAmerica,https://www.pcna.com/,yes
Cellular Sales,"As Verizon's premier retail partner, we sell the latest smartphones, tablets, smartwatches, and accessories from the world's most innovative brands.",no,yes,Dane Scism,Chief Executive Officer,(865) 584-7555,customerservice@cellularsales.com,https://www.linkedin.com/in/dane-scism-74965440/,"9040 Executive Park Drive Room 329, Knoxville, TN 37923, USA",https://www.facebook.com/cellularsales/,https://www.cellularsales.com/,yes
A1LCD,"We are a wholesale cell phone parts and accessories company located in Addison, Texas. We offering you the best quality phone repair supplies, including a lifetime warranty for our LCD phone screens.",yes,no,N/A,N/A,1 972-440-9030,info@a1lcd.com,N/A,"4113 Lindbergh Drive Addison, TX 75001, USA",https://www.facebook.com/a1lcd/,https://a1lcd.com/,yes
Angel Cellular,"Angel Cellular is one of the leading cellphone wholesale supplier in Texas. We deal in Apple, Samsung, Motorola, HTC, LG, Huawei, Nokia, ZTE, Blackberry, Windows Phone, Android and Sony Ericsson. ",yes,no,Bob Ali,President,(972)-248-8001,info@angelcellular.com,https://www.linkedin.com/in/bob-ali-a5265b67/,"620 Shiloh Road, Suite 100, Plano, TX 75074, USA",https://www.facebook.com/angelcellular/,https://www.angelcellular.com/,yes
Bargain Wholesale,High value source of wholesale Cell Phone Accessories.,yes,no,Adrian Moczygemba,Manager Bargain Wholesale Texas,1 281-347-5805,adrian.moczygemba@bargainw.com,N/A,"23623 Colonial Parkway, Katy, TX 77493, USA",https://www.facebook.com/bargainwholesaleca,https://www.bargainw.com/,yes
Captain Mobile Parts,Cell Phones Parts Accessories & Electronics Wholesale,yes,no,N/A,N/A,1 469-704-0634,sales@captainmobileparts.com,N/A,"11293 N Stemmons Fwy, Dallas, TX 75229, United States",https://www.facebook.com/captainmobileparts/,https://captainmobileparts.com/,yes
CellPhoneFix USA,We supply top quality cell phone and tablet repair parts to repair shops throughout the great state of Texas.,yes,yes,N/A,N/A,281-869-4392,cellphonefixusa@gmail.com,N/A,"3040 FM 1960, Suite 144, Houston, TX 77073, USA",https://www.facebook.com/people/Cell-Phone-Fix-USA/100063817884130/,https://cellphonefixusa.com/,yes
"Cellspare, LLC",Cellspare.com has been at the leading store of online mobile phone parts since 2004.,no,yes,N/A,N/A,N/A,info@cellspare.com,N/A,"119 Bristol Ct, Coppell, Texas, 75052, United States",https://www.facebook.com/cellsparestore,https://www.cellspare.com/,yes
CellularPort,"CellularPort is the largest and dominant store-front retailer and wholesaler of Mobile Phones and Phone Accessories in the Houston, Texas area. ",yes,no,Muhammad Zubair,Chief Operating Officer,1 832-613-4769,Info@celluarport.com,https://www.linkedin.com/in/muhammad-zubair-97b04473/,"9425 Mesa Dr Ste A, Houston, TX 77028, USA",https://www.facebook.com/CellularPort/,https://www.cellularport.com/,yes
Cellular Pros USA,The leading cell phone parts and accessories distributors.,no,yes,N/A,N/A,1 972-620-3700,cellularprosusa@gmail.com,N/A,"2099 Valleyview Lane, Suite # 180 Farmers Branch, TX 75234, USA",https://www.facebook.com/cellularprosusa/,https://cellularprosusa.com/,yes
Cellular Wear Wholesale,Cellular Wear is the leading provider of wholesale cellphone accessories for retailers seeking quality products..,yes,no,Nabeel Iqbal,President,(346) 249-5868,cellularwear@gmail.com,https://www.linkedin.com/in/nabeel-iqbal-19aa2a63/,"6959 Harwin Dr, Suite 110 in Houston, TX, USA
",https://www.facebook.com/cellularwearwholesale/,https://www.cellularwearhouston.com/,yes
DFW Cellphone & Part,DFW Cellphone & Parts is a cell phone parts and accessories wholesale company serving customers nationwide.,yes,no,N/A,N/A,4695719492,dfwimports@hotmail.com,N/A,"11500 Harry Hines Blvd Ste 112 Dallas TX-75229, USA",https://www.facebook.com/people/Cellphoneandpartscom/100064130889981/,https://cellphoneandparts.com/,yes
Digital Supply USA,Digital Supply USA has the biggest selection and highest quality phone repair and replacement parts store.,no,yes,Adam Vrbenec,Owner,(913)-369-4722,info@digitalsupplyusa.com,https://www.linkedin.com/in/adamvrbenec/,"539 W Commerce St, Dallas, Texas 75208, USA",https://www.facebook.com/digitalsupplyusa/,https://digitalsupplyusa.com/,yes
Elite Cell Parts LLC,The leading wholeseller of mobile spare parts in the USA. ,yes,no,N/A,N/A,1 713-492-0974,sales@elitecellparts.com,N/A,"6865 Harwin Dr. Ste C, Houston, Texas, United States",https://www.facebook.com/elitecellparts/,https://www.elitecellparts.com/,yes
"Elite Cellular, Inc.","Based in Dallas, Texas, Elite Cellular, Inc. is a global wholesaler and distributor of new and used electronics including cellular phones, accessories, set-top/DVR boxes, laptops, tablets and more. ",yes,yes,Aziz Jamal,Chief Executive Officer,(214) 956-0500,aj@elitecell.com,https://www.linkedin.com/in/aziz-a-j-jamal-94756246/,"2209 Regency Drive, Irving, TX 75062, USA",https://www.facebook.com/EliteSupplyChainSolutions/,https://elitecell.com/,yes
"eTech Parts Plus LLC
","Etech Parts Plus is the leading supplier of high-quality repair parts, tools, training, and knowledge. If you’re searching for the best wireless repair distributor, business mentor, and partner for your repair shop needs, look no further than eTech.",no,yes,Bryce Kelley,Vice President of Business Development,1 (800) 697-5583,sales@etechparts.com,https://www.linkedin.com/in/bryce-kelley-77b901116/,"2380 Dean Way, Suite 160, Southlake TX 76092, United States",https://www.facebook.com/etechparts,https://www.etechparts.com/,yes
Fast Phone Fix,"Fast Phone Fix is quickly becoming one of the largest smart device parts wholesalers / suppliers in the U.S. Headquartered in Dallas, TX,",yes,no,N/A,N/A,(972) 977-7927,mike@fastphonefix.com,N/A,"11009 Shady Trail, Dallas, TX 75229, USA",https://www.facebook.com/FastPhoneParts,http://www.fastphonefix.com/,yes
FR Wireless,"FR Wireless is the largest Wholesale Distributor of Consumer Electronic Accessories in the Southeast Region. We have over 10 years of industry experience and are the preferred partner for Cellular Accessories Solution for National Retailers, Regional Retailers, and Franchisees. ",yes,yes,Farid Ibrahim,Business Owner,972-247-8894,sales@frwireless.com,https://www.linkedin.com/in/farid-ibrahim-bb5420154,"11278 Harry Hines Blvd, Dallas, TX 75229, USA",N/A,https://www.frwirelessdirect.com/,yes
Global Direct Parts,We are an LG Authorized mobile parts distributor,no,yes,N/A,N/A,(210) 437-2000,sales@globaldirectparts.com,N/A,"1141 N Loop 1604 E #105-112, San Antonio, TX 78232, USA",N/A,https://globaldirectparts.com/,yes
Hedocell,We are a small family owned company with more than 10 years of experience in the wholesale and retail business of cellular phone accessories and other electronic gadgets.,yes,no,N/A,N/A,(956) 587-9188,support@hedocell.com,N/A,"PO Box 3639, Edinburg, TX 78540-3639, USA",N/A,https://www.hedocell.com/,yes
ishine Wireless,Wholesale cell phone parts & accessories.,yes,no,N/A,N/A,(972) 243-4131,ishinewirelessusa@gmail.com,N/A,"11311 Harry Hines Blvd #503, Dallas, TX 75229, USA",N/A,https://ishinewireless.com/,yes
K Wireless Wholesale Inc.,"K Wireless Wholesale Inc. purchases and manages large stock liquidations from Cellular Carriers, Service and Distribution Centers with a long and established record in the wireless industry. We re-market and supply a wide range of OEM original wireless stock: Handsets, Accessories to cellular online retailers and repair industry.",yes,no,Alex Tawab,CEO,210-854-6615,alex@kwirelesswholesale.com,https://www.linkedin.com/in/alextawab,"7506 Reindeer Trail, San Antonio, TX 78238, USA",N/A,https://www.kwirelesswholesale.com/,yes
LCD Parts Manufacturing & Distribution,"We are a value added mobile device parts distributor and service provider located in Houston, Texas.  
Our core competencies include mobile device refurbishment & repair, wholesale distribution of critical parts, and US assembly backed by the quality standards and customer service expected by our market.",no,yes,N/A,N/A,N/A,N/A,N/A,"12148 Bellaire Blvd STE 108, Houston, TEXAS (TX) 77072, USA",N/A,N/A,yes
Max Wireless,"Wholesale / Retail Cellphone Accessories, Cellphones, Repair, Electronics and Novalties.",yes,no,N/A,N/A,1 972-330-2886,maxwirelessdallas@gmail.com,N/A,"11398 Harry Hines Blvd, # 110 Dallas, TX 75229, USA",https://www.facebook.com/maxwirelessdallas/,N/A,yes
MK The Phone Store,"MK The Phone Store is one of the fastest-growing mobile business dealing in distribution and wholesale of mobile phones, parts and accessories in Dallas, Texas. We are associated with various manufactures, operators and distributors in different parts of the US.",yes,yes,Mike Khoja,Business Development Contact,1 469-522-0000,info@mkphones.com,https://www.linkedin.com/in/mike-khoja-95522a48/,"11635 Harry Hines Blvd, Dallas, TX 75229, United States",https://www.facebook.com/mkphones/,http://www.mkphones.com/,yes
My Parts Factory,"My Parts Factory was founded in January 2014 in Dallas, Texas.  We are the premier distributor for phone parts and specialize in Phone Parts for Apple, Samsung, LG and many other brands.",no,yes,N/A,N/A,469-886-9369,nfo@MyPartsFactory.com,N/A,"11532 Harry Hines Blvd. Ste 124, Dallas, Texas 75229, USA",https://www.facebook.com/MyPartsFactory/,https://mypartsfactory.com/,yes
Nasteck Mobile Parts,Nasteck Mobile Parts Inc. is a leading manufacturer and distributor for cellular phone parts and replacement parts.,no,yes,Sam Chen,Regional Sales Director,1 281-302-5456,contact@nasteck.com,https://www.linkedin.com/in/sam-chen-65117117/,"12705 S Kirkwood Rd, Suite 219, Stafford, Texas 77477, USA",https://www.facebook.com/nasteckmobilepartswholesale/,https://www.nasteck.com/,yes
Parts4cells,"Looking for wholesale phone parts, phone replacement parts, Android phone repair parts, mobile parts buy online at warehouse. Parts4cells offers wholesale cell parts near you.",yes,no,William Medina,National Director of Sales and Marketing,1 832-489-2386,sales@parts4cells.com,https://www.linkedin.com/in/william-medina-5a51a43a/,"5750 Bintliff Dr suite 220, Houston, TX 77036, United States",https://www.facebook.com/HoustonP4C/,https://parts4cells.com/,yes
Plano Mobile LLC,"We as Plano Mobile LLC are a wholesaler, specialized in servicepack LCD, accessories, and Mobiles Phones.",yes,no,N/A,N/A,1 214 431 5286,info@plano-mobile.com,N/A,"14332 Montfort Drive, Suite 6308, Dallas, TX 75254, USA",N/A,http://www.plano-mobile.com/,yes
Tiger Parts,"Wholesale phone parts, phone replacement parts.",yes,no,N/A,N/A,1.877.555.9300,tigerpartsllc@gmail.com,N/A,"6855 Harwin Dr. Ste C. Houston, TX 77036, USA",N/A,https://www.tigerpartllc.com/,yes
TXParts Enterprise LLC,"No 1 source for best quality wholesale cell phones repair parts, iPhone 6 and Samsung Galaxy S7 repair parts & Accessories in Houston Texas.",yes,no,Eric Minhas,Owner,832-324-9590,sales@txparts.com,https://www.linkedin.com/in/eric-minhas-177b04143/,"3945 Greenbriar Dr. Suite C, Stafford, TX 77477, USA",https://hi-in.facebook.com/people/TXParts-Enterprise-LLC/100084334856883/,https://www.txparts.com/,yes
Winner Wireless,We are the #1 distributor of wholesale cell phone accessories in the USA.,no,yes,Aslam Ajani,CEO,1-888-239-5864,info@winnerwireless.com,https://www.linkedin.com/in/aslam-ajani-226050155/,"11528 Harry Hines Blvd. Suite C-301, Dallas, Texas, 75229, USA",N/A,https://www.winnerwireless.com/,yes
Wireless Tech,Wireless Tech is a cellular replacement parts distributor and wholesale operation involved exclusively in B2B sales and services.,yes,yes,N/A,N/A,(210) 447-7174,wirelesstechtx@gmail.com,N/A,"10406 Gulfdale, San Antonio, TX 78216, USA",https://cs-cz.facebook.com/WirelessTechTexas/,https://wirelesstechtx.com/,yes
Wireless Waves,Wireless Waves is a leading wholesaler & distributor of wireless accessories and phones based in Houston serving its customers all over USA.,yes,yes,Ismail Gilani,Sales Manager,832-831-1884,support@wirelesswavestx.com,https://www.linkedin.com/in/ismail-gilani-08a7a4151/,"7800 Harwin Dr, STE A4, Houston, Texas 77036, USA",https://www.facebook.com/wirelesswaves,http://www.wirelesswavestx.com/,yes
World Cellular,We Opened Our Doors For Business In 2001 As A Distributor And Wholesaler Of Cell Phone Accessories.,yes,yes,Ahmad Shakurjamal,VP of Sales,713-780-0307,info@2worldcellular.com,https://www.linkedin.com/in/ahmad-shakurjamal-a31833191/,"5750 Bintliff Dr. Suite 202, Houston, TX 77036, USA",N/A,https://www.2worldcellular.com/,yes
XCELLPARTS,Leading Cell Phone Repair Parts Wholesaler of Houston - USA,yes,no,N/A,N/A,1 281 786 8016,info@xcellparts.com,N/A,"6885 Harwin Dr Suite K, Houston, Texas, United States",https://www.facebook.com/Xcellparts,https://xcellparts.com/,yes
Y-Max Wireless,"Y-Max Wireless specializes in distributing the fastest cell phone accessories, Bright LED lighting solutions, and other raving products that sell in the marketplace.",no,yes,N/A,N/A,1 917-693-2435,info@ymaxusa.com,N/A,"5826 Parkersburg Dr, Houston, TX 77036, United States",N/A,https://www.ymaxwireless.com/,yes
Axiom Armor,"Axiom Armor® is a manufacturer and distributor of mobile device protection and other accessories and is based in Bedford, Virginia, USA.",no,yes,Mark Pauley,Founder & CEO,1 540-215-8444,mark@axiomarmor.com,https://www.linkedin.com/in/mpauley/,"117 S. Bridge St, Bedford, VA, Virginia, United States",https://www.facebook.com/axiomarmor/,https://axiomarmor.com/,yes
"Global Mobiles, Inc.","Global Mobile distributes household brand name electronics domestically and internationally.
Electronics, Cell phone accessories, Speakers, Chargers, Monitors, Printers, Tablets",no,yes,Masoud Wardak,CEO,703-309-7111,ecommerce@globalmobilesinc.com,https://www.linkedin.com/in/masoud-wardak-0b0550141/,"8006 Haute Court, Springfield, Virginia 22150, United States",N/A,https://globalmobilesinc.com/,yes
Mobilesentrix,"Mobilesentrix is the leading wholesale supplier of Cell Phone Parts, Accessories, iPhone Parts.",yes,no,Jordan Notenbaum,President,1 (202) 540-9946,sales@mobilesentrix.com,https://www.linkedin.com/in/jordannotenbaum,"4315 Walney RD, Chantilly Virginia 20151, USA",https://www.facebook.com/mobilesentrix,https://www.mobilesentrix.com/,yes
"Livit Mobile, LLC","Livit Mobile, operating in the state of Washington, is a wireless device accessory retail and wholesale company.",yes,no,N/A,N/A,360-597-3454,theoffice@livitmobilenow.com,N/A,"7809 NE  Vancouver Plaza Dr., Suite 160, Vancouver, WA, USA",https://www.facebook.com/livitmobile/,https://livitmobile.com/,yes
Ziva Wireless Inc.,"Ziva Wireless Inc based in Washington state is a leading wholesaler of all cellphone, tablet and other consumer electronics accessories.",yes,no,N/A,N/A,N/A,sales@zivawireless.com,N/A,"4210 20th St E, Fife WA 98424, USA",N/A,https://www.zivawireless.com/,yes
