storeName,email,phoneNumber,city,website,facebookPage,country,phones
AMAR PHONE,,+213 550 51 22 21,"81 reu ali khodja Elbiar Alger , Algiers, Algeria",,https://www.facebook.com/AmarphoneElbiar,algeria,yes
Accessoires phone.dz,,+213 696 89 85 01,"Algiers, Algeria",,https://www.facebook.com/Accessoriesphonedz,algeria,yes
SOKO PHONE DRARiA,,+213 554 60 17 90,"draria oued tarefa , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100084961187163,algeria,yes
Ishak phone,,+213 791 33 64 73,"El Harrach Belfort, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063871121276,algeria,yes
Adk Phone,,+213 797 59 89 05,"alger, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100064125428806,algeria,yes
A D phone,hamiatmane@gmail.com,+213 555 18 12 18,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100040925205520,algeria,yes
تندوف Walid phone TDF,walidphon89@gamil.com,+213 659 10 16 64,"شارع تندوف, الجزائر, الجزائر, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100083574362474,algeria,yes
Docteur phone,docteurphone1616@gmail.com,,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100064072713938,algeria,yes
DADI PHONE,,+213 556 70 30 61,"Rouiba, Algeria",,https://www.facebook.com/profile.php?id=100063752522154,algeria,yes
Zaza phone,lounissi.smail01@gmail.com,+213 561 75 85 01,"rue mustapha ferroukhi alger, Algiers, Algeria",,https://www.facebook.com/Zazaphone1,algeria,yes
Phone store,,+213 656 93 63 01,"Belfort , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100093950258270,algeria,yes
Nada phone,,+213 779 96 86 23,"31 rue hadj mohamed ourif bab el oued, Algiers, Algeria",Www.Dzphoneone.Facebook.com,https://www.facebook.com/profile.php?id=100085954912510,algeria,yes
NIVA PHONE,niva.protech2@gmail.com,+213 540 22 27 88,"Bab Ezzouar en face hotel ibis, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100093718157823,algeria,yes
R Phone,,+213 542 44 02 66,"Ouled mendil douera, Algiers, Algeria",,https://www.facebook.com/profile.php?id=61555989134698,algeria,yes
Brahim Phone,brahimkhlill910@gmail.com,+213 540 75 32 03,"Alger Plage, Algeria · El Hamiz, Algeria · Algiers, Algeria · Haouch Rouiba, Algeria · Bordj el Bahri, Algeria · Reghaia, Algeria · Aïn Taya, Algeria · Bab Ezzouar, Algeria",,https://www.facebook.com/brahimkhelil.16,algeria,yes
Mega Phone,,+213 555 88 75 20,"route neuve bouzaerah
, Algiers, Algeria",,https://www.facebook.com/pitchou278,algeria,yes
Aymen phone,Zergougaymen16@gmail.com,+213 791 45 09 94,"aymanzar1@hotmail.com, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063680330281,algeria,yes
Phone Store,,+213 658 53 39 62,"19Rue Mohamed Boubella Bab El Oeud Alger , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100066945201062,algeria,yes
DReaM PHONE,Dreamphone10dr@gmail.com,+213 562 45 05 23,"rue takrali abd elghani, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100089098153832,algeria,yes
KARIM PHONE,karimphone2010@gmail.com,+213 541 00 17 97,"Zéralda, Algeria",,https://www.facebook.com/profile.php?id=100049451326284,algeria,yes
BG____Phone,boussadia.medabdelhakim@gmail.com,+213 556 69 71 21,"Local N° 11, CW 13 lot N° 01, Bachdjerah, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100078656745556,algeria,yes
Caba phone,deniwahiba@gmail.com,+213 775 70 10 17,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063552547884,algeria,yes
GSM Billal phone,Kiki_billal@live.fr,+213 549 32 71 32,"Algiers, Algeria",facebook.com/marketplace/profile/100087396752164/?ref=share_attachment,https://www.facebook.com/gsmbillalbz,algeria,yes
Phone dz,sswy1980@gmail.com,,"Algiers, Algeria",,https://www.facebook.com/Tedji16,algeria,yes
Phone brahim,brahimphone98@gmail.com,+213 556 13 04 81,"Alger plage, Alger Plage, Algeria",,https://www.facebook.com/profile.php?id=100063617381575,algeria,yes
Glass phone,,+213 560 21 27 26,"Belfort bazar hamza (Wiko) magasin Num 11, El Harrach, Algeria",,https://www.facebook.com/farid.phone,algeria,yes
Pro Phone,,+213 557 30 13 00,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100067623674212,algeria,yes
König phone  (Gsm),albertspagiari011@gmail.com,+213 555 00 80 50,"Hadi houcine kaouche Cheraga , Algiers, Algeria",Www.Gsm-tech.com,https://www.facebook.com/profile.php?id=100077452845137,algeria,yes
Pro Phone,prophone@outlook.fr,+213 770 28 65 28,"42 rue boudjemaa temime 2 , draria, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063166903949,algeria,yes
Sofiane phone,,+213 776 01 59 95,"Algiers, Algeria",,https://www.facebook.com/SofianePhoneLid9,algeria,yes
PHONE SHOP MP,,+213 666 71 73 41,"Algiers, Algeria",,https://www.facebook.com/merouanephone1shop,algeria,yes
Clock phone Dz,clickphonedz@outlook.com,,"Click phone dz, Loticement Guesses, Draria 16050, Draria, Algeria",,https://www.facebook.com/clickphonezd,algeria,yes
Lamine phone,lamin13crazyboy@gmail.com,+213 550 42 89 97,"berbessa chaiba Algérie , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100069906815907,algeria,yes
soltani_phone,soltaniaimen633@gmail.com,,"المسيلة بلدية ونوغة مقابل محلات السوق الاسبوعي , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100091472020164,algeria,yes
ABDOU PHONE,,+213 666 92 77 28,"lot 597, aki, Algeria",,https://www.facebook.com/abdouphone16,algeria,yes
Brooklyn phone,Mehdikoussa1990@gmail.com,+213 549 75 72 44,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=61552463769939,algeria,yes
Phone-AX,phone.ax.dz@gmail.com,+213 774 09 92 56,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063232179027,algeria,yes
Asselah Phone,phoneasselah@gmail.com,+213 23 49 87 53,"20 rue Asselah Hocine, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100035421416385,algeria,yes
Phone alger,Khaloui131@gmail.com,,"Algiers, Algeria",,https://www.facebook.com/Aydztech,algeria,yes
Chelsea phone,redabexa@gmail.com,+213 555 57 50 30,"Loticement Guesses, Draria, Algiers, Algeria",ouedkniss.com/store/?id=6637,https://www.facebook.com/profile.php?id=100063882254423,algeria,yes
Fouzi phone,fouzimokhtar@gmail.com,,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100077283343569,algeria,yes
Z-Phone,zakiviveusmh@hotmail.fr,+213 675 40 05 67,"Algiers, Algeria",,https://www.facebook.com/ZPhone16,algeria,yes
Belfort phone,Phonepro@gmail.com,+213 540 40 45 32,"Algiers, Algeria",,https://www.facebook.com/Belfortphone1,algeria,yes
IMAD PHONE,,+213 559 90 66 55,"Réghaïa , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100089609914521,algeria,yes
MZ phone,Zakisaoudi07@gmail.com,+213 540 87 86 68,"douera alger mohamed  lazzouni, Algiers, Algeria",,https://www.facebook.com/mzphone1,algeria,yes
HK PHONE,,+213 540 77 84 61,"Belfort , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100075995512846,algeria,yes
Winter Phone,moh-fcb@hotmail.fr,+213 770 37 42 35,"Ain naadja, Algiers, Algeria",,https://www.facebook.com/winterphonedz,algeria,yes
ElAssil phone,Vendeurhitech@gmail.com,+213 770 56 86 57,"Belfort , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063840600226,algeria,yes
Magasin FOUAD PHONE,fouad.snoupi@gmail.com,+213 560 67 77 82,"04RUE LARBI MADI BEO ALGER, Algiers, Algeria",FOUADPHONE.com,https://www.facebook.com/fouadphone16,algeria,yes
Radwan Phone,,+213 542 47 59 86,"Belfort harach, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100070643958929,algeria,yes
DouDou Phone,doudouphone16@gmail.com,+213 777 85 44 25,"Algiers, Algeria",instagram.com/doudou.phone?igshid=96bpfoo8vl9d,https://www.facebook.com/abdessamed.guemaz,algeria,yes
V.I.P PHONE,,+213 557 85 98 98,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100069674139457,algeria,yes
Belfort Phone,,+213 561 38 08 80,"Belfort El Harrach , Alger, El Harrach, Algeria",,https://www.facebook.com/profile.php?id=100057412189700,algeria,yes
Babi phone,samyslamani55@gmail.com,+213 540 78 32 33,"bachdjerrah blvd, Algiers, Algeria",,https://www.facebook.com/1001original,algeria,yes
D.H Phone,heithemharabi@gmail.com,+213 795 94 21 82,طولقة مقابل البلدية,m.facebook.com/profile.php?id=61559795458219&name=xhp_nt__fb__action__open_user&locale=ar_ARR,https://www.facebook.com/profile.php?id=61559795458219,algeria,yes
Alpha Phone,,+213 770 17 48 97,"beaulieu oued smar, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063452506521,algeria,yes
بيع شراء وتصليح الهواتف النقالة وملحقاتها - Top phone,,+213 552 18 98 27,"29 Rue Mohamed Khemi, Dar El Beïda, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100065062267861,algeria,yes
KING PHONE DZ,,+213 774 76 56 22,"El Harrach, Algeria",,https://www.facebook.com/kingphonedzofficiel,algeria,yes
Phone Store Dz,,+213 557 60 55 56,"Algiers, Algeria",phonestoredz.youcan.store/products/aal-altaalym-almbkr-1,https://www.facebook.com/profile.php?id=100076348444870,algeria,yes
Phone DZ,Oukadmohamed68@gmail.com,+213 796 65 92 77,"Bchjrah, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100093673906519,algeria,yes
Adem Phone,hsinoumobile2014@gmail.com,+213 775 73 57 24,"Vieux kouba, Algiers, Algeria",ademphone.com,https://www.facebook.com/profile.php?id=100032994925240,algeria,yes
MIROU PHONE,,+213 790 12 02 06,"Ruisseau Alger, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100046369840755,algeria,yes
Arras phone chéraga,arrasphones@gmail.com,+213 23 35 80 40,"14 place  ahmed chicha, Chéraga, Algeria",,https://www.facebook.com/profile.php?id=100034425526450,algeria,yes
Phone dz16,phone.dz16@gmail.com,+213 555 46 18 87,"Rais hamidou, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100067007130879,algeria,yes
Uk_phone_official,,+213 550 21 37 23,"Rue Djezy belfort , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100077675914243,algeria,yes
Az Phone Shop,,+213 793 20 00 01,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100076275511903,algeria,yes
Phone store dz,phone.storedzofficiel@gmail.com,+213 551 10 51 48,"23 rue omar ben aissa, Bab El Oued, Algeria",,https://www.facebook.com/phone.storedz,algeria,yes
Anya phone,sidaliket91@gmail.com,+213 557 31 31 30,"29 rue belouizdad

, Algiers, Algeria",,https://www.facebook.com/phoneAnou,algeria,yes
Elégance Phone,Elegancephone001@gmail.com,+213 555 76 17 42,"Algiers, Algeria",,https://www.facebook.com/premiumElegance002,algeria,yes
Univers Phone,h.lotfi@caramail.fr,+213 549 89 39 95,"Vieux kouba kouba, Vieux Kouba, Algeria",,https://www.facebook.com/UniverPhoneDz,algeria,yes
Sm phone Dz,,+213 794 25 14 99,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100087070643061,algeria,yes
Chihab Phone Birkhadem,chihab.amiti134@gmail.com,+213 553 85 26 43,"Algiers, Algeria",,https://www.facebook.com/birkhad,algeria,yes
RHINO PHONE,,+213 663 74 01 52,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100042274676489,algeria,yes
Master phone Eucalyptus,younesmaou25@gmail.com,+213 541 11 56 61,"route nationale n 8 foyer eucalyptus (en face addl), Les Eucalyptus, Algeria",,https://www.facebook.com/oppoeucalyptus,algeria,yes
Imad.phone.dz,,+213 792 24 96 72,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063999614985,algeria,yes
Tech phone Dz,,+213 540 92 66 15,"Bach djarrah, Algiers, Algeria",,https://www.facebook.com/phoneplace16,algeria,yes
Robuste Phone aki,robustephone1@gmail.com,+213 23 91 71 23,"aki, Algeria",,https://www.facebook.com/robustephoneaki,algeria,yes
Mac Phone,benlechhabhoussem9@gmail.com,+213 550 63 32 50,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063474282712,algeria,yes
Walid phone,,+213 541 54 50 42,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063536738492,algeria,yes
1001 Phone Dz,,+213 673 58 64 80,"Algiers, Algeria",,https://www.facebook.com/RedhaAbdelouahab,algeria,yes
C H Phone,noualihamza7@gmail.com,+213 552 54 36 03,"kouba laproval, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100085685873087,algeria,yes
Slmane phone,,+213 551 28 23 14,"617, Draria, Algeria",,https://www.facebook.com/profile.php?id=100064076078623,algeria,yes
Geek Phone,Legendphone29@gmail.com,+213 776 52 71 18,"جيش التحرير, Algiers, Algeria",,https://www.facebook.com/geekphone90,algeria,yes
MEHDI PHONE بيلفور,Mehdi.mhdd@gmail.com,+213 794 61 24 33,"Belfort El Harrach bazar racim , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100090894280373,algeria,yes
BZ Phone,aniskms9@gmail.com,,"kouba la proval enface djezzy exact, Algiers, Algeria",,https://www.facebook.com/anisetraouf,algeria,yes
Mahrez Phone,mahrez.phone86@gmail.com,+213 552 42 43 82,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100064003901143,algeria,yes
Sidi Moussa Shop Phone,mokhtar7411@gmail.com,+213 782 19 26 97,"64 حي زواوي سيدي موسي الجزائر
, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100064049864439,algeria,yes
My phone  (Phone),hakim95mgn@gmail.com,+213 557 50 80 00,"Draria, Algeria",,https://www.facebook.com/Service889,algeria,yes
UK Phone,,+213 551 74 32 19,"Ruisseau, Algeria",,https://www.facebook.com/profile.php?id=100064127110630,algeria,yes
Robuste Phone,gsmcom6@gmail.com,+213 771 77 04 41,"طريق براقي الحراش , Algiers, Algeria",protectphones.com,https://www.facebook.com/profile.php?id=100042395784708,algeria,yes
Milano Phone,aayakoub@gmail.com,+213 559 80 15 19,,,https://www.facebook.com/profile.php?id=100054543636508,algeria,yes
GK Phone,lemonde@hotmail.fr,+213 542 32 91 29,"El Harrach, Algeria",,https://www.facebook.com/profile.php?id=100063831046252,algeria,yes
BOOST PHONE  2.0,,+213 550 82 12 53,"aki, Algeria",,https://www.facebook.com/profile.php?id=100065179471962,algeria,yes
Frere phone Belfort,hanibelkacem90@gmail.com,+213 773 42 06 55,"belfort , El Harrach, Algeria",,https://www.facebook.com/Tonyphone16,algeria,yes
Frères phone store,,+213 540 58 94 53,"Pascal bouzareah , Bouzaréah, Algeria",,https://www.facebook.com/freresphonedz,algeria,yes
Nouha Phone,Rafik.nouha17@gmail.com,+213 550 36 22 34,"Belfort, El Harrach - Bazarre Chahboune N°36, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100075675800519,algeria,yes
AM phone,,+213 540 10 56 07,"Belfort 
, El Harrach, Algeria",,https://www.facebook.com/profile.php?id=100030928616747,algeria,yes
Adam phone,,+213 552 13 12 68,"7 rue tabount Belkacem Harrach, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063510339291,algeria,yes
Freres_phone_bf_,freresphone0@gmail.com,+213 550 80 82 45,"freres phone bf, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063808132182,algeria,yes
Caba Phone,safouanesahouli@gmail.com,+213 542 78 82 02,"Rue chikh bouamama Belfort elharrach
, El Harrach, Algeria",,https://www.facebook.com/cabaphone,algeria,yes
ABDOU PHONE,abderaoufsaoud@gmail.com,,"Rue haouas chabane, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063465683663,algeria,yes
Yakoub phone,yakoub2547@gmail.com,+213 696 80 85 93,"Algeria , Algiers, Algeria",,https://www.facebook.com/yakoubphone16,algeria,yes
SD PHONE,sadekmohamedraouf@gmail.com,+213 662 86 69 71,"Algiers, Algeria",,https://www.facebook.com/sdphoneonline,algeria,yes
Youcef bouchareb phone,,+213 671 59 28 30,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100075965021226,algeria,yes
One Click Phone,,+213 550 88 07 22,"beaulieu oued smar, Algiers, Algeria",,https://www.facebook.com/houdaifaphone,algeria,yes
Biggie phone,walidbiggie@gmail.com,+213 556 78 71 86,"Belfort , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063464835190,algeria,yes
Kacem.kaba.phone,,+213 697 89 88 48,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100076208864889,algeria,yes
Ayan Phone,,+213 558 15 16 48,"route de cheraga , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100083003419278,algeria,yes
WORLD PHONE,WALIDTOP16@gmail.com,+213 540 93 31 24,"cite les bananiers BIS BT B2 EN FACE SUPERETTTE NEDJMA, Algiers, Algeria",,https://www.facebook.com/WALIDPHONE16,algeria,yes
S.A.Z Phone,ayoubayou483@gmail.com,+213 559 72 65 13,,maps.app.goo.gl/Ajw9AH8p8E4rjRnN9,https://www.facebook.com/Ayoubphone16,algeria,yes
Riad phone,Djouabsmail5@gmail.com,+213 551 82 80 60,"Alger, Algiers, Algeria",Accessoirestelephone.com,https://www.facebook.com/profile.php?id=100089672401321,algeria,yes
Master phone Facilité,,+213 770 75 59 84,"Bab El Oued, Algeria",,https://www.facebook.com/topmayar.phone,algeria,yes
Lazreg_phone,Lazregphone@gmail.com,+213 656 54 95 42,"Sidi Khaled, Algeria",,https://www.facebook.com/profile.php?id=100066803056273,algeria,yes
Chelsea phone -oppo-,redabexa@gmail.com,+213 555 57 50 30,"Loticement Guesses, Draria, Algiers, Algeria",ouedkniss.com/store/?id=6637,https://www.facebook.com/chelseaphoneoppo,algeria,yes
Islam phone,,,"Algiers, Algeria",islamphone.net,https://www.facebook.com/islamphone17,algeria,yes
Sidi Yahia Phone,Sidiyahiaphone@gmail.com,+213 556 63 00 10,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100063462185805,algeria,yes
Dz Phone accessoires,,+213 782 11 24 09,"rue bouemama - Belfort, El Harrach, Algeria",dealdz.shop,https://www.facebook.com/dzphoneaccessoires,algeria,yes
KAMI PHONE,aminemaht2@gmail.com,+213 779 69 08 90,"32B rue Larbi Ben m'hidi (ex rue d'Isly), Algiers, Algeria",,https://www.facebook.com/kamiphone,algeria,yes
Dark phone,Darkphone68@gmail.com,+213 556 46 99 41,"Algiers, Algeria",,https://www.facebook.com/profile.php?id=100078467967367,algeria,yes
KarKar Phone,yacoubiadel1@gmail.com,+213 776 80 81 69,"Bab ezzour , Algiers, Algeria",,https://www.facebook.com/profile.php?id=100043060220664,algeria,yes
DH PHONE,bdahman48@gmail.com,+213 792 69 92 90,"saoula, Algiers, Algeria",,https://www.facebook.com/profile.php?id=100087244455878,algeria,yes
Badis Phone,,+213 555 04 97 94,"16 Rue Ali Remli, Bouzareah, Algiers, Algeria",fb.me/BadisPhone.dz,https://www.facebook.com/BadisPhone.dz,algeria,yes
SOS PHONE Belfort,,+213 554 53 57 16,"belfort , el harrach, El Harrach, Algeria",,https://www.facebook.com/SOSphoneBelfortSof,algeria,yes
Chpi9ou PHONE,,+213 541 84 93 27,"Cite des eucalyptus bâtiments F à côté de la mosquée khaled ibn walid bourouba alger, Algiers, Algeria",,https://www.facebook.com/chpi9ou,algeria,yes
