storeName,city,phoneNumber,website,facebookPage,email,country,phones
Askat Mobile,"22 Sayat-Nova Ave, Yerevan 0010, Armenia",+374 96 410100,,https://www.facebook.com/661909773888503/,,armenia,yes
D&M Mobile and Accessories,"5 Garegin Nzhdeh St, Yerevan 0006, Armenia",+374 91 161768,,https://www.facebook.com/profile.php,,armenia,yes
Beeline Garni,"26, 1 Marzpetuni St, Garni 2215, Armenia",+374 96 900611,beeline.am,https://www.facebook.com/beeline.am,,armenia,yes
Master Mobile,"12, 4 Margaryan St, Yerevan, Armenia",+374 98 802090,mastermobile.am,https://www.facebook.com/166271120883630/,,armenia,yes
IQ Mobile,"32 Tumanyan St, Yerevan 0001, Armenia",+374 41 113114,iqmobile.am,https://www.facebook.com/iqmobilearmenia/,,armenia,yes
Avenue,"5 Northern Ave, Yerevan, Armenia",+374 10 702077,,https://www.facebook.com/AvenueGarden.Yerevan/,,armenia,yes
Master Mobile,"12, 4 Margaryan St, Yerevan, Armenia",+374 98 802090,mastermobile.am,https://www.facebook.com/166271120883630/,,armenia,yes
VS Mobile,"18 Tigran Mets Ave, Yerevan 0018, Armenia",+374 44 485858,vsmobile.am,https://www.facebook.com/vsmobile.armenia/,,armenia,yes
Beeline Yerevan Mall,34 Arshakunyats Ave,,www.beeline.am,https://www.facebook.com/beeline.am,,armenia,yes
Beeline Njdeh,18 Bagratuniats st.,,www.beeline.am,https://www.facebook.com/beeline.am,,armenia,yes
Ibolit,"3 Հակոբ Հակոբյան, Yerevan, Armenia",+374 94 101100,imobi.am,https://www.facebook.com/1604393293144553/,,armenia,yes
Ucom,"16-115 Manandian street, Yerevan 0046, Armenia",+374 11 444444,www.ucom.am,https://www.facebook.com/283596728332968/,,armenia,yes
Yerevan Mobile,"22 Sayat-Nova Ave, Yerevan 0001, Armenia",+374 11 838383,yerevanmobile.am,https://www.facebook.com/170602083076070/,,armenia,yes
VKmobile,"10 Tumanyan St, Yerevan 0001, Armenia",+374 99 788979,,https://www.facebook.com/279863389121312/,,armenia,yes
Mr.Mobile Հեռախոսների Վերանորոգում.,"71 Gusan Sheram Street, Yerevan, Armenia",+374 96 666506,,https://www.facebook.com/mr.mobile.armenia,,armenia,yes
G-Mobile Armenia,"577R+P7J, Vagharshapat, Armenia",+374 98 390000,,https://www.facebook.com/967629959918613/,,armenia,yes
Mega Mobile,"14 Mesrop Mashtots Ave, Yerevan 0015, Armenia",+374 93 530599,,https://www.facebook.com/796372913872129/,,armenia,yes
Mobitec,"3 Kasyan St, Yerevan 0033, Armenia",+374 10 276101,www.mobitec.am,https://www.facebook.com/MobitecArmenia/,,armenia,yes
"Բջջային հեռախոսների, համակարգիչների և այլ թվային տեխնիկայի վերան","7 Griboyedov St, Yerevan 0051, Armenia",+374 93 214587,flex.am,https://www.facebook.com/Arm.Comp/,,armenia,yes
Armtronic,"22/1 Արտաշատյան խճուղի, Masis 0724, Armenia",+374 77 338779,armenelectronic.business.site,https://www.facebook.com/armtronic.am/,,armenia,yes
Ammeg Armenia,"17 Arshakunyats Ave, Yerevan, Armenia",+374 96 503350,,https://www.facebook.com/ammegarmeniaaccessories/,,armenia,yes
Avenue,"5 Northern Ave, Yerevan, Armenia",+374 10 702077,,https://www.facebook.com/AvenueGarden.Yerevan/,,armenia,yes
IP Mobile,"6, 1 Sayat Nova Ave, Gyumri, Armenia",+374 94 342070,,https://www.facebook.com/Ip-Mobile-kentronakan-Hraparak-104320141359907/,,armenia,yes
Viva-MTS,"75a Tigran Mets Ave, Vanadzor 2021, Armenia",+374 93 297111,www.mts.am,https://www.facebook.com/253197328506359/,,armenia,yes
Menka Mobile,"61 Tigran Mets Ave, Vanadzor, Armenia",+374 95 122229,menka-mobile.business.site,https://www.facebook.com/170740906675853/,,armenia,yes
Viva-MTS | Վիվա-ՄՏՍ,"47/7 Tigran Mets Ave, Vanadzor, Armenia",+374 93 297111,www.mts.am,https://www.google.com/maps/?cid=12175383133217427628,,armenia,yes
Orange,"63 Aghayan St, Vanadzor, Armenia",+374 94 050529,,https://www.google.com/maps/?cid=523680694967583037,,armenia,yes
Mobile Centre,"6-2, 71-1, Tigran Mets Ave, Vanadzor 2021, Armenia",+374 15 700000,www.mobilecentre.am,https://www.google.com/maps/?cid=12409937302230700423,,armenia,yes
iCloud,"Մյասնիկյան 7, Vanadzor, Armenia",+374 98 474255,,https://www.cybo.com/r/biz/web?urlbname=icloud&%3Biso=AM&%3Bsocial_tag=gmaps&dt=2024-07-16&hh=ce759f87d423dca039127d21cc3fca064311afb52a7a2d84219b9bf5f204e582,,armenia,yes
Mobile Centre,"48, 4 Maksim Gorki St, Dilijan 3901, Armenia",+374 15 700000,www.mobilecentre.am,https://www.google.com/maps/?cid=15314960539925089336,,armenia,yes
Mobile Centre Spitak,"3, 3 Manukyan St, Spitak, Armenia",,,https://www.google.com/maps/?cid=1434173558000276320,,armenia,yes
Beeline Tsaghkahovit,Hoktemberyan 4/2,,www.beeline.am,https://www.facebook.com/beeline.am,,armenia,yes
"Orange shop, Aparan",Aragatsotn Province,,,https://www.facebook.com/2148196795419064/,,armenia,yes
Beeline Tsaghkahovit,Hoktemberyan 4/2,,www.beeline.am,https://www.facebook.com/beeline.am,,armenia,yes
"Orange shop, Aparan",Aragatsotn Province,,,https://www.facebook.com/2148196795419064/,,armenia,yes
Mobile World ( Հեռախոսների Աշխարհ,"9 Azatutyan Ave, Yerevan, Armenia",+374 94 747887,,https://www.facebook.com/MobileWorldArmenia,,armenia,yes
Mobile Centre,"23, August 23 st, Artashat, Armenia",+374 15 700000,mobilecentre.am,https://www.facebook.com/mobile.centre.armenia,,armenia,yes
Ibolit,"3 Հակոբ Հակոբյան, Yerevan, Armenia",+374 94 101100,imobi.am,https://www.facebook.com/1604393293144553/,,armenia,yes
All Cell,"52 Teryan St, Yerevan 0054, Armenia",+374 96 330008,allcell.am,https://www.facebook.com/410749852437524/,,armenia,yes
Huawei Armenia,"0001, 21 Tumanyan St, Yerevan 0001, Armenia",+374 10 606060,huaweiarmenia.am,https://www.facebook.com/520742501356050/,,armenia,yes
Yerevan Mobile,"18 Kievyan St, Yerevan 0033, Armenia",+374 11 838383,www.yerevanmobile.am,https://www.facebook.com/170602083076070/,,armenia,yes
Like Mobile,"41 Komitas Ave, Yerevan 0051, Armenia",+374 10 562401,likemobile.am,https://www.facebook.com/184932678329012/,,armenia,yes
VLV Electronics,"Arshakuniats Avenue 69/5, Yerevan 0007, Armenia",+374 10 449968,www.vlv.am,https://www.facebook.com/vlvcentre/,,armenia,yes
Ucom,"16-115 Manandian street, Yerevan 0046, Armenia",+374 11 444444,www.ucom.am,https://www.facebook.com/283596728332968/,,armenia,yes
Yerevan Mobile,"22 Sayat-Nova Ave, Yerevan 0001, Armenia",+374 11 838383,yerevanmobile.am,https://www.facebook.com/170602083076070/,,armenia,yes
VKmobile,"10 Tumanyan St, Yerevan 0001, Armenia",+374 99 788979,,https://www.facebook.com/279863389121312/,,armenia,yes
Mr.Mobile Հեռախոսների Վերանորոգում.,"71 Gusan Sheram Street, Yerevan, Armenia",+374 96 666506,,https://www.facebook.com/mr.mobile.armenia,,armenia,yes
G-Mobile Armenia,"577R+P7J, Vagharshapat, Armenia",+374 98 390000,,https://www.facebook.com/967629959918613/,,armenia,yes
Element.am,"Rich plaza, 12/5 Sevan Street, Yerevan, Armenia",+374 33 500000,element.am,https://www.facebook.com/elementarmenia/,,armenia,yes
N & M Mobile Service,"14 Isahakyan St, Yerevan 0025, Armenia",+374 96 645666,,https://www.facebook.com/nmmobile/,,armenia,yes
AV Mobile,"4 Kasyan St, Yerevan 0033, Armenia",+374 91 114116,,https://www.facebook.com/avarmenia/,,armenia,yes
iMobile,"31/10 Mesrop Mashtots Ave, Yerevan, Armenia",+374 60 650655,imobile.am,https://www.facebook.com/imobilecompanyyerevan/,,armenia,yes
G BOX Mobile And Computer Accessories,"15/8 Микоян, Yerevan, Armenia",+374 95 801080,,https://www.facebook.com/G-BOX-accessories-1043291495848128/,,armenia,yes
"Բջջային հեռախոսների, համակարգիչների և այլ թվային տեխնիկայի վերան","7 Griboyedov St, Yerevan 0051, Armenia",+374 93 214587,flex.am,https://www.facebook.com/Arm.Comp/,,armenia,yes
Armtronic,"22/1 Արտաշատյան խճուղի, Masis 0724, Armenia",+374 77 338779,armenelectronic.business.site,https://www.facebook.com/armtronic.am/,,armenia,yes
Askat Mobile,"22 Sayat-Nova Ave, Yerevan 0010, Armenia",+374 96 410100,,https://www.facebook.com/661909773888503/,,armenia,yes
D&M Mobile and Accessories,"5 Garegin Nzhdeh St, Yerevan 0006, Armenia",+374 91 161768,,https://www.facebook.com/profile.php,,armenia,yes
Master Mobile,"12, 4 Margaryan St, Yerevan, Armenia",+374 98 802090,mastermobile.am,https://www.facebook.com/166271120883630/,,armenia,yes
IQ Mobile,"32 Tumanyan St, Yerevan 0001, Armenia",+374 41 113114,iqmobile.am,https://www.facebook.com/iqmobilearmenia/,,armenia,yes
VS Mobile,"18 Tigran Mets Ave, Yerevan 0018, Armenia",+374 44 485858,vsmobile.am,https://www.facebook.com/vsmobile.armenia/,,armenia,yes
Mega Mobile,"14 Mesrop Mashtots Ave, Yerevan 0015, Armenia",+374 93 530599,,https://www.facebook.com/796372913872129/,,armenia,yes
Siri,"1, 66 Hanrapetutyan Avenue, Abovyan 2202, Armenia",+374 93 056660,,https://www.facebook.com/Siri-373742336380269/,,armenia,yes
Beeline Garni,"26, 1 Marzpetuni St, Garni 2215, Armenia",+374 96 900611,beeline.am,https://www.facebook.com/beeline.am,,armenia,yes
Beeline Abovyan (Hanrapetutyan),Hanrapetutyan 1/66,,www.beeline.am,https://www.facebook.com/beeline.am,,armenia,yes
All Cell,"52 Teryan St, Yerevan 0054, Armenia",+374 96 330008,allcell.am,https://www.facebook.com/410749852437524/,,armenia,yes
Huawei Armenia,"0001, 21 Tumanyan St, Yerevan 0001, Armenia",+374 10 606060,huaweiarmenia.am,https://www.facebook.com/520742501356050/,,armenia,yes
Yerevan Mobile,"18 Kievyan St, Yerevan 0033, Armenia",+374 11 838383,www.yerevanmobile.am,https://www.facebook.com/170602083076070/,,armenia,yes
Like Mobile,"41 Komitas Ave, Yerevan 0051, Armenia",+374 10 562401,likemobile.am,https://www.facebook.com/184932678329012/,,armenia,yes
Mobile Centre,"25/5 Tigran Petrosyan St, Yerevan 0054, Armenia",+374 10 581493,www.mobilecentre.am,https://www.facebook.com/mobile.centre.armenia,,armenia,yes
Mobile Centre,"27 Tumanyan St, Yerevan 0001, Armenia",+374 11 540000,www.mobilecentre.am,https://www.facebook.com/mobile.centre.armenia,,armenia,yes
Mobile Centre,"17A Arshakunyats Ave, Yerevan 0023, Armenia",+374 15 700000,www.mobilecentre.am,https://www.facebook.com/mobile.centre.armenia,,armenia,yes
Team Telecom Armenia (Komitas 26),"26 Komitas Ave, Yerevan 0012, Armenia",+374 96 900611,www.telecomarmenia.am,https://www.facebook.com/beeline.am,,armenia,yes
Mobile Centre,"60/2 Komitas Ave, Yerevan, Armenia",+374 10 299381,www.mobilecentre.am,https://www.facebook.com/mobile.centre.armenia,,armenia,yes
MGSM Cell Phones & Notebook Service,"50 Nalbandyan St, Yerevan 0010, Armenia",+374 91 057047,www.mgsm.am,https://www.facebook.com/191281447598955/,,armenia,yes
Mobile House (Phone Store),"0009, 35 Isahakyan St, Yerevan 0009, Armenia",+374 11 202018,,https://www.facebook.com/mobilehousearmenia/,,armenia,yes
N & M Mobile Service,"14 Isahakyan St, Yerevan 0025, Armenia",+374 96 645666,,https://www.facebook.com/nmmobile/,,armenia,yes
My Phone,"21-55 Tigran Petrosyan St, Yerevan 0054, Armenia",+374 12 444001,,https://www.facebook.com/myphonearmenia,,armenia,yes
AV Mobile,"4 Kasyan St, Yerevan 0033, Armenia",+374 91 114116,,https://www.facebook.com/avarmenia/,,armenia,yes
Beeline,4 Northern Ave.,,www.beeline.am,https://www.facebook.com/beeline.am,,armenia,yes
iMobile,"31/10 Mesrop Mashtots Ave, Yerevan, Armenia",+374 60 650655,imobile.am,https://www.facebook.com/imobilecompanyyerevan/,,armenia,yes
G BOX Mobile And Computer Accessories,"15/8 Микоян, Yerevan, Armenia",+374 95 801080,,https://www.facebook.com/G-BOX-accessories-1043291495848128/,,armenia,yes
Mobile World ( Հեռախոսների Աշխարհ,"9 Azatutyan Ave, Yerevan, Armenia",+374 94 747887,,https://www.facebook.com/MobileWorldArmenia,,armenia,yes
Askat Mobile,"22 Sayat-Nova Ave, Yerevan 0010, Armenia",+374 96 410100,,https://www.facebook.com/661909773888503/,,armenia,yes
Beeline Charentsavan,"6/22 Khanjyan Street, Charentsavan 2501, Armenia",+374 96 900611,beeline.am,https://www.facebook.com/beeline.am,,armenia,yes
IQ Mobile,"32 Tumanyan St, Yerevan 0001, Armenia",+374 41 113114,iqmobile.am,https://www.facebook.com/iqmobilearmenia/,,armenia,yes
Ibolit,"3 Հակոբ Հակոբյան, Yerevan, Armenia",+374 94 101100,imobi.am,https://www.facebook.com/1604393293144553/,,armenia,yes
VLV Electronics,"Arshakuniats Avenue 69/5, Yerevan 0007, Armenia",+374 10 449968,www.vlv.am,https://www.facebook.com/vlvcentre/,,armenia,yes
Ucom,"16-115 Manandian street, Yerevan 0046, Armenia",+374 11 444444,www.ucom.am,https://www.facebook.com/283596728332968/,,armenia,yes
Yerevan Mobile,"22 Sayat-Nova Ave, Yerevan 0001, Armenia",+374 11 838383,yerevanmobile.am,https://www.facebook.com/170602083076070/,,armenia,yes
VKmobile,"10 Tumanyan St, Yerevan 0001, Armenia",+374 99 788979,,https://www.facebook.com/279863389121312/,,armenia,yes
Mr.Mobile Հեռախոսների Վերանորոգում.,"71 Gusan Sheram Street, Yerevan, Armenia",+374 96 666506,,https://www.facebook.com/mr.mobile.armenia,,armenia,yes
Element.am,"Rich plaza, 12/5 Sevan Street, Yerevan, Armenia",+374 33 500000,element.am,https://www.facebook.com/elementarmenia/,,armenia,yes
"Բջջային հեռախոսների, համակարգիչների և այլ թվային տեխնիկայի վերան","7 Griboyedov St, Yerevan 0051, Armenia",+374 93 214587,flex.am,https://www.facebook.com/Arm.Comp/,,armenia,yes
D&M Mobile and Accessories,"5 Garegin Nzhdeh St, Yerevan 0006, Armenia",+374 91 161768,,https://www.facebook.com/profile.php,,armenia,yes
VS Mobile,"18 Tigran Mets Ave, Yerevan 0018, Armenia",+374 44 485858,vsmobile.am,https://www.facebook.com/vsmobile.armenia/,,armenia,yes
Avenue,"5 Northern Ave, Yerevan, Armenia",+374 10 702077,,https://www.facebook.com/AvenueGarden.Yerevan/,,armenia,yes
Euroset Telecommunication Facilities Chain Store,"0002, Mashtotsi Ave. 42 (shop); Tigran Metsi Ave. 12 (shop); Kasyan St. 5 (shop); Garegin Nzhdehi St. 1 (shop), Yerevan",+374 93 188777,www.euroset.ru,https://www.facebook.com/euroset,,armenia,yes
S-Mobile & Dilibook,"84 Myasnikyan St, Dilijan 3901, Armenia",+374 93 113803,,https://www.facebook.com/S-Mobile-103178305059100,,armenia,yes
Siri,"1, 66 Hanrapetutyan Avenue, Abovyan 2202, Armenia",+374 93 056660,,https://www.facebook.com/Siri-373742336380269/,,armenia,yes
Viva-MTS | Վիվա-ՄՏՍ,"28 Hanrapetutyan Street, Armavir, Armenia",+374 93 297111,www.mts.am,https://www.facebook.com/253197328506359/,,armenia,yes
G-Mobile Armenia,"577R+P7J, Vagharshapat, Armenia",+374 98 390000,,https://www.facebook.com/967629959918613/,,armenia,yes
Mobile Centre,"23, August 23 st, Artashat, Armenia",+374 15 700000,mobilecentre.am,https://www.facebook.com/mobile.centre.armenia,,armenia,yes
Mobile Centre,"25/5 Tigran Petrosyan St, Yerevan 0054, Armenia",+374 10 581493,www.mobilecentre.am,https://www.facebook.com/mobile.centre.armenia,,armenia,yes
Mobile Centre,"27 Tumanyan St, Yerevan 0001, Armenia",+374 11 540000,www.mobilecentre.am,https://www.facebook.com/mobile.centre.armenia,,armenia,yes
Mobile Centre,"17A Arshakunyats Ave, Yerevan 0023, Armenia",+374 15 700000,www.mobilecentre.am,https://www.facebook.com/mobile.centre.armenia,,armenia,yes
Phone Line,"26 Komitas Ave, Yerevan, Armenia",+374 10 272244,,https://www.facebook.com/133693900088218/,,armenia,yes
Mobile Centre,"60/2 Komitas Ave, Yerevan, Armenia",+374 10 299381,www.mobilecentre.am,https://www.facebook.com/mobile.centre.armenia,,armenia,yes
MGSM Cell Phones & Notebook Service,"50 Nalbandyan St, Yerevan 0010, Armenia",+374 91 057047,www.mgsm.am,https://www.facebook.com/191281447598955/,,armenia,yes
Mobile House (Phone Store),"0009, 35 Isahakyan St, Yerevan 0009, Armenia",+374 11 202018,,https://www.facebook.com/mobilehousearmenia/,,armenia,yes
My Phone,"21-55 Tigran Petrosyan St, Yerevan 0054, Armenia",+374 12 444001,,https://www.facebook.com/myphonearmenia,,armenia,yes
Ibolit,"3 Հակոբ Հակոբյան, Yerevan, Armenia",+374 94 101100,imobi.am,https://www.facebook.com/1604393293144553/,,armenia,yes
All Cell,"52 Teryan St, Yerevan 0054, Armenia",+374 96 330008,allcell.am,https://www.facebook.com/410749852437524/,,armenia,yes
Huawei Armenia,"0001, 21 Tumanyan St, Yerevan 0001, Armenia",+374 10 606060,huaweiarmenia.am,https://www.facebook.com/520742501356050/,,armenia,yes
Yerevan Mobile,"18 Kievyan St, Yerevan 0033, Armenia",+374 11 838383,www.yerevanmobile.am,https://www.facebook.com/170602083076070/,,armenia,yes
Like Mobile,"41 Komitas Ave, Yerevan 0051, Armenia",+374 10 562401,likemobile.am,https://www.facebook.com/184932678329012/,,armenia,yes
VLV Electronics,"Arshakuniats Avenue 69/5, Yerevan 0007, Armenia",+374 10 449968,www.vlv.am,https://www.facebook.com/vlvcentre/,,armenia,yes
Ucom,"16-115 Manandian street, Yerevan 0046, Armenia",+374 11 444444,www.ucom.am,https://www.facebook.com/283596728332968/,,armenia,yes
Yerevan Mobile,"22 Sayat-Nova Ave, Yerevan 0001, Armenia",+374 11 838383,yerevanmobile.am,https://www.facebook.com/170602083076070/,,armenia,yes
VKmobile,"10 Tumanyan St, Yerevan 0001, Armenia",+374 99 788979,,https://www.facebook.com/279863389121312/,,armenia,yes
Mr.Mobile Հեռախոսների Վերանորոգում.,"71 Gusan Sheram Street, Yerevan, Armenia",+374 96 666506,,https://www.facebook.com/mr.mobile.armenia,,armenia,yes
Team Telecom Armenia (Komitas 26),"26 Komitas Ave, Yerevan 0012, Armenia",+374 96 900611,www.telecomarmenia.am,https://www.facebook.com/beeline.am,,armenia,yes
Element.am,"Rich plaza, 12/5 Sevan Street, Yerevan, Armenia",+374 33 500000,element.am,https://www.facebook.com/elementarmenia/,,armenia,yes
N & M Mobile Service,"14 Isahakyan St, Yerevan 0025, Armenia",+374 96 645666,,https://www.facebook.com/nmmobile/,,armenia,yes
AV Mobile,"4 Kasyan St, Yerevan 0033, Armenia",+374 91 114116,,https://www.facebook.com/avarmenia/,,armenia,yes
iMobile,"31/10 Mesrop Mashtots Ave, Yerevan, Armenia",+374 60 650655,imobile.am,https://www.facebook.com/imobilecompanyyerevan/,,armenia,yes
G BOX Mobile And Computer Accessories,"15/8 Микоян, Yerevan, Armenia",+374 95 801080,,https://www.facebook.com/G-BOX-accessories-1043291495848128/,,armenia,yes
"Բջջային հեռախոսների, համակարգիչների և այլ թվային տեխնիկայի վերան","7 Griboyedov St, Yerevan 0051, Armenia",+374 93 214587,flex.am,https://www.facebook.com/Arm.Comp/,,armenia,yes
Armtronic,"22/1 Արտաշատյան խճուղի, Masis 0724, Armenia",+374 77 338779,armenelectronic.business.site,https://www.facebook.com/armtronic.am/,,armenia,yes
Askat Mobile,"22 Sayat-Nova Ave, Yerevan 0010, Armenia",+374 96 410100,,https://www.facebook.com/661909773888503/,,armenia,yes
D&M Mobile and Accessories,"5 Garegin Nzhdeh St, Yerevan 0006, Armenia",+374 91 161768,,https://www.facebook.com/profile.php,,armenia,yes
